# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar  9 11:52:19 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
#
pl_name,hostname,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag
Kepler-1165 b,Kepler-1165,Kepler,9.47852200,0.00005909,-0.00005909,0,0.091400,,,0,1.550,0.500,-0.190,0,0.138,0.045,-0.017,0,3.02000,,,0,0.00951,,,0,M-R relationship,0.000000,,,0,464.77,32.38,-29.90,0,946,,,0,0
Kepler-1166 b,Kepler-1166,Kepler,33.24068820,0.00028000,-0.00028000,0,0.197500,,,0,1.690,0.620,-0.140,0,0.151,0.055,-0.012,0,3.50000,,,0,0.01100,,,0,M-R relationship,0.000000,,,0,14.19,0.52,-0.50,0,486,,,0,0
Kepler-1167 b,Kepler-1167,Kepler,1.00393374,0.00000268,-0.00000268,0,0.017500,,,0,1.710,0.120,-0.120,0,0.153,0.011,-0.011,0,3.57000,,,0,0.01120,,,0,M-R relationship,0.000000,,,0,1039.70,79.40,-73.02,0,1419,,,0,0
Kepler-1168 b,Kepler-1168,Kepler,55.82265390,0.00038710,-0.00038710,0,0.266300,,,0,2.500,0.180,-0.130,0,0.223,0.016,-0.012,0,6.80000,,,0,0.02140,,,0,M-R relationship,0.000000,,,0,4.11,0.24,-0.23,0,379,,,0,0
Kepler-1169 b,Kepler-1169,Kepler,6.11009134,0.00002806,-0.00002806,0,0.070900,,,0,0.940,0.060,-0.060,0,0.084,0.005,-0.005,0,0.77900,,,0,0.00245,,,0,M-R relationship,0.000000,,,0,348.05,8.94,-8.73,0,1125,,,0,0
Kepler-117 b,Kepler-117,Kepler,18.79592280,0.00000750,-0.00000750,0,0.144500,0.004700,-0.001400,0,8.059,0.269,-0.269,0,0.719,0.024,-0.024,0,29.87500,10.48800,-10.48800,0,0.09400,0.03300,-0.03300,0,Mass,0.049300,0.006200,-0.006200,0,157.54,9.73,-9.06,0,984,18,-18,0,1
Kepler-117 c,Kepler-117,Kepler,50.79039100,0.00001400,-0.00001400,0,0.280400,0.009200,-0.002800,0,12.341,0.392,-0.392,0,1.101,0.035,-0.035,0,584.78000,57.21000,-57.21000,0,1.84000,0.18000,-0.18000,0,Mass,0.032300,0.003300,-0.003300,0,41.86,2.59,-2.41,0,704,15,-15,0,1
Kepler-1170 b,Kepler-1170,Kepler,9.98969327,0.00004242,-0.00004242,0,0.088000,,,0,2.410,0.190,-0.170,0,0.215,0.017,-0.015,0,6.39000,,,0,0.02010,,,0,M-R relationship,0.000000,,,0,69.54,6.44,-5.83,0,705,,,0,0
Kepler-1171 b,Kepler-1171,Kepler,1.44259224,0.00000219,-0.00000219,0,0.028400,,,0,2.560,0.680,-0.500,0,0.228,0.061,-0.045,0,7.08000,,,0,0.02230,,,0,M-R relationship,0.000000,,,0,10171.00,396.52,-380.43,0,2700,,,0,0
Kepler-1172 b,Kepler-1172,Kepler,26.02044230,0.00018860,-0.00018860,0,0.168000,,,0,3.200,0.400,-0.280,0,0.285,0.036,-0.025,0,10.30000,,,0,0.03250,,,0,M-R relationship,0.000000,,,0,26.36,2.76,-2.46,0,675,,,0,0
Kepler-1173 b,Kepler-1173,Kepler,0.76985360,0.00000120,-0.00000120,0,0.015700,,,0,0.890,0.230,-0.070,0,0.079,0.021,-0.006,0,0.64000,,,0,0.00201,,,0,M-R relationship,0.000000,,,0,1462.10,39.97,-39.03,0,1650,,,0,0
Kepler-1174 b,Kepler-1174,Kepler,6.89225223,0.00002664,-0.00002664,0,0.073200,,,0,1.590,0.310,-0.160,0,0.142,0.028,-0.014,0,3.15000,,,0,0.00993,,,0,M-R relationship,0.000000,,,0,641.81,27.62,-26.36,0,1156,,,0,0
Kepler-1175 b,Kepler-1175,Kepler,37.94563000,0.00017320,-0.00017320,0,0.218100,,,0,2.990,0.270,-0.230,0,0.267,0.024,-0.021,0,9.22000,,,0,0.02900,,,0,M-R relationship,0.000000,,,0,12.94,1.58,-1.38,0,515,,,0,0
Kepler-1176 b,Kepler-1176,Kepler,24.17385790,0.00013360,-0.00013360,0,0.158900,,,0,2.450,0.630,-0.320,0,0.219,0.056,-0.029,0,6.57000,,,0,0.02070,,,0,M-R relationship,0.000000,,,0,26.09,1.66,-1.55,0,595,,,0,0
Kepler-1177 b,Kepler-1177,Kepler,106.24754700,0.00182200,-0.00182200,0,0.430100,,,0,1.900,0.160,-0.120,0,0.170,0.014,-0.011,0,4.27000,,,0,0.01340,,,0,M-R relationship,0.000000,,,0,11.86,0.73,-0.69,0,377,,,0,0
Kepler-1178 b,Kepler-1178,Kepler,31.80634000,0.00038570,-0.00038570,0,0.159600,,,0,1.070,0.060,-0.080,0,0.095,0.005,-0.007,0,1.24000,,,0,0.00390,,,0,M-R relationship,0.000000,,,0,23.24,0.62,-0.60,0,378,,,0,0
Kepler-1179 b,Kepler-1179,Kepler,2.68505749,0.00000410,-0.00000410,0,0.034600,,,0,1.320,0.090,-0.080,0,0.118,0.008,-0.007,0,2.30000,,,0,0.00724,,,0,M-R relationship,0.000000,,,0,288.57,6.93,-6.78,0,1137,,,0,0
Kepler-118 b,Kepler-118,Kepler,7.51849600,0.00005600,-0.00005600,0,0.073000,,,0,1.960,0.940,-0.940,0,0.175,0.084,-0.084,0,4.50000,,,0,0.01420,,,0,M-R relationship,0.000000,,,0,79.75,2.63,-2.54,0,784,,,0,0
Kepler-118 c,Kepler-118,Kepler,20.17202000,0.00001300,-0.00001300,0,0.141000,,,0,7.680,3.430,-3.430,0,0.685,0.306,-0.306,0,45.70000,,,0,0.14400,,,0,M-R relationship,0.000000,,,0,21.41,0.71,-0.68,0,564,,,0,0
Kepler-1180 b,Kepler-1180,Kepler,16.86012860,0.00013690,-0.00013690,0,0.124600,,,0,1.990,0.550,-0.270,0,0.178,0.049,-0.024,0,4.62000,,,0,0.01450,,,0,M-R relationship,0.000000,,,0,175.85,20.28,-17.64,0,765,,,0,0
Kepler-1181 b,Kepler-1181,Kepler,4.89337519,0.00002526,-0.00002526,0,0.062100,,,0,1.570,0.650,-0.260,0,0.140,0.058,-0.023,0,3.09000,,,0,0.00972,,,0,M-R relationship,0.000000,,,0,831.14,27.37,-26.53,0,1374,,,0,0
Kepler-1182 b,Kepler-1182,Kepler,11.17394617,0.00006278,-0.00006278,0,0.098100,,,0,2.410,0.600,-0.500,0,0.215,0.054,-0.045,0,6.39000,,,0,0.02010,,,0,M-R relationship,0.000000,,,0,197.88,18.96,-17.05,0,796,,,0,0
Kepler-1183 b,Kepler-1183,Kepler,28.50571890,0.00030310,-0.00030310,0,0.179300,,,0,2.820,0.520,-0.300,0,0.252,0.046,-0.027,0,8.35000,,,0,0.02630,,,0,M-R relationship,0.000000,,,0,61.66,12.19,-9.65,0,555,,,0,0
Kepler-1184 b,Kepler-1184,Kepler,53.59910440,0.00036740,-0.00036740,0,0.286300,,,0,2.680,0.600,-0.300,0,0.239,0.054,-0.027,0,7.65000,,,0,0.02410,,,0,M-R relationship,0.000000,,,0,18.04,1.20,-1.11,0,529,,,0,1
Kepler-1185 b,Kepler-1185,Kepler,104.35189760,0.00067050,-0.00067050,0,0.429700,,,0,1.330,0.080,-0.050,0,0.119,0.007,-0.004,0,2.33000,,,0,0.00733,,,0,M-R relationship,0.000000,,,0,9.31,0.26,-0.26,0,355,,,0,1
Kepler-1186 b,Kepler-1186,Kepler,16.07677615,0.00007199,-0.00007199,0,0.128100,,,0,2.230,0.360,-0.220,0,0.199,0.032,-0.020,0,5.60000,,,0,0.01760,,,0,M-R relationship,0.000000,,,0,85.39,6.07,-5.61,0,724,,,0,0
Kepler-1187 b,Kepler-1187,Kepler,18.87064068,0.00006002,-0.00006002,0,0.140100,,,0,2.610,0.510,-0.280,0,0.233,0.045,-0.025,0,7.32000,,,0,0.02300,,,0,M-R relationship,0.000000,,,0,72.96,5.24,-4.83,0,701,,,0,0
Kepler-1188 b,Kepler-1188,Kepler,17.13695430,0.00012140,-0.00012140,0,0.135000,,,0,2.080,0.490,-0.220,0,0.186,0.044,-0.020,0,4.98000,,,0,0.01570,,,0,M-R relationship,0.000000,,,0,165.57,14.04,-12.77,0,775,,,0,0
Kepler-1189 b,Kepler-1189,Kepler,3.78858982,0.00002274,-0.00002274,0,0.046700,,,0,1.770,0.520,-0.480,0,0.158,0.046,-0.043,0,3.78000,,,0,0.01190,,,0,M-R relationship,0.000000,,,0,449.94,17.30,-16.72,0,1158,,,0,0
Kepler-119 b,Kepler-119,Kepler,2.42208200,0.00000100,-0.00000100,0,0.035000,,,0,3.600,1.370,-1.370,0,0.321,0.122,-0.122,0,12.60000,,,0,0.03980,,,0,M-R relationship,0.000000,,,0,745.28,30.66,-29.35,0,1213,,,0,0
Kepler-119 c,Kepler-119,Kepler,4.12510300,0.00002800,-0.00002800,0,0.049000,,,0,0.920,0.350,-0.350,0,0.082,0.031,-0.031,0,0.72100,,,0,0.00227,,,0,M-R relationship,0.000000,,,0,367.32,15.11,-14.46,0,1016,,,0,0
Kepler-1190 b,Kepler-1190,Kepler,10.45843441,0.00005281,-0.00005281,0,0.084500,,,0,1.330,0.050,-0.110,0,0.119,0.004,-0.010,0,2.33000,,,0,0.00733,,,0,M-R relationship,0.000000,,,0,24.21,0.65,-0.64,0,609,,,0,0
Kepler-1191 b,Kepler-1191,Kepler,5.60014851,0.00001909,-0.00001909,0,0.058700,,,0,1.510,0.130,-0.110,0,0.135,0.012,-0.010,0,2.89000,,,0,0.00909,,,0,M-R relationship,0.000000,,,0,167.18,11.54,-10.71,0,952,,,0,0
Kepler-1192 b,Kepler-1192,Kepler,25.20347870,0.00012780,-0.00012780,0,0.169300,,,0,2.360,0.240,-0.220,0,0.211,0.021,-0.020,0,6.17000,,,0,0.01940,,,0,M-R relationship,0.000000,,,0,34.74,3.72,-3.28,0,600,,,0,0
Kepler-1193 b,Kepler-1193,Kepler,2.83265213,0.00000903,-0.00000903,0,0.040300,,,0,1.320,0.210,-0.170,0,0.118,0.019,-0.015,0,2.30000,,,0,0.00724,,,0,M-R relationship,0.000000,,,0,1286.39,46.52,-44.72,0,1453,,,0,0
Kepler-1194 b,Kepler-1194,Kepler,16.22371307,0.00008867,-0.00008867,0,0.121200,,,0,1.510,0.120,-0.090,0,0.135,0.011,-0.008,0,2.89000,,,0,0.00909,,,0,M-R relationship,0.000000,,,0,49.35,18.79,-10.11,0,676,,,0,0
Kepler-1195 b,Kepler-1195,Kepler,8.49642241,0.00002872,-0.00002872,0,0.072600,,,0,2.080,0.190,-0.170,0,0.186,0.017,-0.015,0,4.98000,,,0,0.01570,,,0,M-R relationship,0.000000,,,0,79.03,6.59,-6.00,0,702,,,0,0
Kepler-1196 b,Kepler-1196,Kepler,66.18490310,0.00046610,-0.00046610,0,0.317900,,,0,2.230,0.370,-0.210,0,0.199,0.033,-0.019,0,5.60000,,,0,0.01760,,,0,M-R relationship,0.000000,,,0,8.30,0.46,-0.44,0,436,,,0,0
Kepler-1197 b,Kepler-1197,Kepler,2.03231845,0.00000375,-0.00000375,0,0.028300,,,0,1.250,0.030,-0.090,0,0.112,0.003,-0.008,0,2.10000,,,0,0.00660,,,0,M-R relationship,0.000000,,,0,267.14,10.24,-9.79,0,1011,,,0,0
Kepler-1198 b,Kepler-1198,Kepler,7.68477160,0.00003250,-0.00003250,0,0.073200,,,0,1.470,0.180,-0.100,0,0.131,0.016,-0.009,0,2.76000,,,0,0.00869,,,0,M-R relationship,0.000000,,,0,108.07,4.59,-4.39,0,830,,,0,0
Kepler-1199 b,Kepler-1199,Kepler,15.04471980,0.00010840,-0.00010840,0,0.115200,,,0,1.150,0.210,-0.160,0,0.103,0.019,-0.014,0,1.60000,,,0,0.00505,,,0,M-R relationship,0.000000,,,0,92.58,44.99,-26.10,0,931,,,0,0
Kepler-12 b,Kepler-12,Kepler,4.43796290,0.00000060,-0.00000060,0,0.055300,0.001000,-0.001200,0,19.661,0.347,-0.404,0,1.754,0.031,-0.036,0,137.30256,16.84499,-16.20933,0,0.43200,0.05300,-0.05100,0,Mass,0.000000,,,0,877.54,27.20,-26.26,0,1480,30,-30,0,0
Kepler-120 b,Kepler-120,Kepler,6.31250100,0.00000800,-0.00000800,0,0.055000,,,0,2.150,0.170,-0.170,0,0.192,0.015,-0.015,0,8.50000,9.70000,-7.50000,0,0.02700,0.03100,-0.02400,0,Mass,0.000000,,,0,42.69,4.36,-4.01,0,575,,,0,0
Kepler-120 c,Kepler-120,Kepler,12.79458500,0.00004400,-0.00004400,0,0.088000,,,0,1.530,0.090,-0.090,0,0.136,0.008,-0.008,0,2.96000,,,0,0.00930,,,0,M-R relationship,0.000000,,,0,16.62,1.70,-1.56,0,455,,,0,0
Kepler-1200 b,Kepler-1200,Kepler,1.11854972,0.00000312,-0.00000312,0,0.018800,,,0,1.060,0.060,-0.080,0,0.095,0.005,-0.007,0,1.20000,,,0,0.00377,,,0,M-R relationship,0.000000,,,0,544.53,28.29,-26.77,0,1174,,,0,0
Kepler-1201 b,Kepler-1201,Kepler,15.18725932,0.00008158,-0.00008158,0,0.118300,,,0,2.290,0.910,-0.430,0,0.204,0.081,-0.038,0,5.86000,,,0,0.01840,,,0,M-R relationship,0.000000,,,0,89.43,5.40,-5.07,0,789,,,0,0
Kepler-1202 b,Kepler-1202,Kepler,28.68513240,0.00018990,-0.00018990,0,0.179000,,,0,2.940,0.910,-0.310,0,0.262,0.081,-0.028,0,8.96000,,,0,0.02820,,,0,M-R relationship,0.000000,,,0,23.88,2.33,-2.10,0,547,,,0,0
Kepler-1203 b,Kepler-1203,Kepler,0.58800076,0.00000058,-0.00000058,0,0.011400,,,0,1.060,0.060,-0.040,0,0.095,0.005,-0.004,0,1.20000,,,0,0.00377,,,0,M-R relationship,0.000000,,,0,723.81,73.97,-67.95,0,1188,,,0,0
Kepler-1204 b,Kepler-1204,Kepler,85.73502850,0.00063730,-0.00063730,0,0.387700,,,0,3.050,0.870,-0.300,0,0.272,0.078,-0.027,0,9.53000,,,0,0.03000,,,0,M-R relationship,0.000000,,,0,7.02,0.49,-0.45,0,448,,,0,0
Kepler-1205 b,Kepler-1205,Kepler,1.07839035,0.00000160,-0.00000160,0,0.019600,,,0,1.410,0.100,-0.090,0,0.126,0.009,-0.008,0,2.57000,,,0,0.00809,,,0,M-R relationship,0.000000,,,0,1038.49,48.72,-46.40,0,1667,,,0,0
Kepler-1206 b,Kepler-1206,Kepler,1.21699766,0.00000261,-0.00000261,0,0.020100,,,0,1.640,0.090,-0.080,0,0.146,0.008,-0.007,0,3.33000,,,0,0.01050,,,0,M-R relationship,0.000000,,,0,588.02,46.67,-42.73,0,1314,,,0,0
Kepler-1207 b,Kepler-1207,Kepler,13.68237119,0.00008986,-0.00008986,0,0.115600,,,0,1.620,0.510,-0.180,0,0.145,0.045,-0.016,0,3.26000,,,0,0.01020,,,0,M-R relationship,0.000000,,,0,352.51,25.75,-23.67,0,802,,,0,0
Kepler-1208 b,Kepler-1208,Kepler,11.08507637,0.00005235,-0.00005235,0,0.090100,,,0,2.320,0.190,-0.140,0,0.207,0.017,-0.012,0,5.99000,,,0,0.01890,,,0,M-R relationship,0.000000,,,0,37.66,3.59,-3.23,0,665,,,0,0
Kepler-1209 b,Kepler-1209,Kepler,25.36911600,0.00012490,-0.00012490,0,0.180000,,,0,1.510,0.320,-0.180,0,0.135,0.029,-0.016,0,2.89000,,,0,0.00909,,,0,M-R relationship,0.000000,,,0,63.25,2.47,-2.37,0,755,,,0,0
Kepler-121 b,Kepler-121,Kepler,3.17742200,0.00000300,-0.00000300,0,0.039000,,,0,2.340,1.270,-1.270,0,0.209,0.113,-0.113,0,6.08000,,,0,0.01910,,,0,M-R relationship,0.000000,,,0,220.49,7.28,-7.03,0,997,,,0,0
Kepler-121 c,Kepler-121,Kepler,41.00801100,0.00019100,-0.00019100,0,0.216000,,,0,2.270,1.250,-1.250,0,0.203,0.112,-0.112,0,5.77000,,,0,0.01820,,,0,M-R relationship,0.000000,,,0,7.30,0.24,-0.23,0,425,,,0,0
Kepler-1210 b,Kepler-1210,Kepler,8.07124073,0.00004899,-0.00004899,0,0.075300,,,0,1.700,0.300,-0.130,0,0.152,0.027,-0.012,0,3.53000,,,0,0.01110,,,0,M-R relationship,0.000000,,,0,152.05,16.08,-14.33,0,856,,,0,0
Kepler-1211 b,Kepler-1211,Kepler,11.01816836,0.00007975,-0.00007975,0,0.098500,,,0,2.550,0.420,-0.410,0,0.227,0.037,-0.037,0,7.04000,,,0,0.02210,,,0,M-R relationship,0.000000,,,0,139.85,22.45,-18.69,0,840,,,0,0
Kepler-1212 b,Kepler-1212,Kepler,12.94130146,0.00007910,-0.00007910,0,0.108200,,,0,2.140,0.580,-0.270,0,0.191,0.052,-0.024,0,5.22000,,,0,0.01640,,,0,M-R relationship,0.000000,,,0,142.10,10.50,-9.69,0,795,,,0,0
Kepler-1213 b,Kepler-1213,Kepler,5.34982412,0.00002659,-0.00002659,0,0.063500,,,0,1.190,0.130,-0.100,0,0.106,0.012,-0.009,0,1.81000,,,0,0.00570,,,0,M-R relationship,0.000000,,,0,595.42,18.10,-17.45,0,1156,,,0,0
Kepler-1214 b,Kepler-1214,Kepler,18.82634264,0.00008784,-0.00008784,0,0.128000,,,0,2.360,0.190,-0.110,0,0.211,0.017,-0.010,0,6.17000,,,0,0.01940,,,0,M-R relationship,0.000000,,,0,23.18,1.38,-1.29,0,591,,,0,0
Kepler-1215 b,Kepler-1215,Kepler,4.76703963,0.00002300,-0.00002300,0,0.052800,,,0,1.220,0.180,-0.120,0,0.109,0.016,-0.011,0,1.98000,,,0,0.00624,,,0,M-R relationship,0.000000,,,0,253.96,8.60,-8.31,0,1046,,,0,0
Kepler-1216 b,Kepler-1216,Kepler,4.37034536,0.00001993,-0.00001993,0,0.051900,,,0,1.390,0.220,-0.110,0,0.124,0.020,-0.010,0,2.51000,,,0,0.00790,,,0,M-R relationship,0.000000,,,0,415.55,31.66,-29.00,0,1191,,,0,0
Kepler-1217 b,Kepler-1217,Kepler,2.03232507,0.00000646,-0.00000646,0,0.032600,,,0,1.990,0.480,-0.190,0,0.178,0.043,-0.017,0,4.62000,,,0,0.01450,,,0,M-R relationship,0.000000,,,0,1302.95,135.54,-120.20,0,1542,,,0,0
Kepler-1218 b,Kepler-1218,Kepler,22.92212660,0.00023370,-0.00023370,0,0.156400,,,0,1.440,0.150,-0.140,0,0.128,0.013,-0.012,0,2.67000,,,0,0.00839,,,0,M-R relationship,0.000000,,,0,84.83,3.03,-2.91,0,684,,,0,0
Kepler-1219 b,Kepler-1219,Kepler,16.10467749,0.00008828,-0.00008828,0,0.141800,,,0,2.120,0.560,-0.450,0,0.189,0.050,-0.040,0,5.14000,,,0,0.01620,,,0,M-R relationship,0.000000,,,0,430.69,33.30,-30.90,0,1159,,,0,0
Kepler-122 b,Kepler-122,Kepler,5.76619300,0.00001600,-0.00001600,0,0.064000,,,0,2.340,0.460,-0.460,0,0.209,0.041,-0.041,0,6.08000,,,0,0.01910,,,0,M-R relationship,0.000000,,,0,448.10,20.65,-19.67,0,1159,,,0,0
Kepler-122 c,Kepler-122,Kepler,12.46598800,0.00000900,-0.00000900,0,0.108000,,,0,5.870,1.160,-1.160,0,0.524,0.103,-0.103,0,29.00000,,,0,0.09120,,,0,M-R relationship,0.000000,,,0,160.50,7.40,-7.05,0,897,,,0,0
Kepler-122 d,Kepler-122,Kepler,21.58747500,0.00016400,-0.00016400,0,0.155000,,,0,2.200,0.440,-0.440,0,0.196,0.039,-0.039,0,5.48000,,,0,0.01720,,,0,M-R relationship,0.000000,,,0,77.14,3.56,-3.39,0,747,,,0,0
Kepler-122 e,Kepler-122,Kepler,37.99327300,0.00039000,-0.00039000,0,0.227000,,,0,2.600,0.540,-0.540,0,0.232,0.048,-0.048,0,27.70000,11.40000,-9.80000,0,0.08700,0.03600,-0.03100,0,Mass,0.000000,,,0,36.30,1.67,-1.59,0,618,,,0,1
Kepler-122 f,Kepler-122,Kepler,56.26800000,,,0,0.287000,,,0,1.750,0.600,-0.160,0,0.156,0.054,-0.014,0,36.00000,19.40000,-16.20000,0,0.11300,0.06100,-0.05100,0,Mass,0.000000,,,0,21.52,0.99,-0.94,0,543,,,0,1
Kepler-1220 b,Kepler-1220,Kepler,7.42693741,0.00004187,-0.00004187,0,0.073400,,,0,1.520,0.330,-0.190,0,0.136,0.029,-0.017,0,2.92000,,,0,0.00920,,,0,M-R relationship,0.000000,,,0,177.84,14.03,-12.79,0,899,,,0,0
Kepler-1221 b,Kepler-1221,Kepler,12.00096042,0.00005761,-0.00005761,0,0.090600,,,0,1.880,0.300,-0.160,0,0.168,0.027,-0.014,0,4.19000,,,0,0.01320,,,0,M-R relationship,0.000000,,,0,37.81,14.41,-9.49,0,632,,,0,0
Kepler-1222 b,Kepler-1222,Kepler,1.91694425,0.00000611,-0.00000611,0,0.028200,,,0,0.790,0.060,-0.060,0,0.070,0.005,-0.005,0,0.41800,,,0,0.00131,,,0,M-R relationship,0.000000,,,0,416.23,10.98,-10.75,0,1246,,,0,0
Kepler-1223 b,Kepler-1223,Kepler,16.30125900,0.00010300,-0.00010300,0,0.118600,,,0,1.220,0.060,-0.080,0,0.109,0.005,-0.007,0,1.98000,,,0,0.00624,,,0,M-R relationship,0.000000,,,0,20.51,0.58,-0.57,0,557,,,0,0
Kepler-1224 b,Kepler-1224,Kepler,13.32351601,0.00007281,-0.00007281,0,0.116500,,,0,1.330,0.120,-0.080,0,0.119,0.011,-0.007,0,2.33000,,,0,0.00733,,,0,M-R relationship,0.000000,,,0,132.66,4.78,-4.61,0,872,,,0,0
Kepler-1225 b,Kepler-1225,Kepler,7.01075434,0.00002753,-0.00002753,0,0.077100,,,0,1.820,0.610,-0.240,0,0.162,0.054,-0.021,0,3.97000,,,0,0.01250,,,0,M-R relationship,0.000000,,,0,324.28,22.28,-20.64,0,1453,,,0,0
Kepler-1226 b,Kepler-1226,Kepler,17.29234530,0.00011870,-0.00011870,0,0.136100,,,0,1.450,0.260,-0.150,0,0.129,0.023,-0.013,0,2.70000,,,0,0.00849,,,0,M-R relationship,0.000000,,,0,140.38,10.59,-9.66,0,809,,,0,0
Kepler-1227 b,Kepler-1227,Kepler,94.28875770,0.00058730,-0.00058730,0,0.409200,,,0,2.290,0.520,-0.230,0,0.204,0.046,-0.021,0,5.86000,,,0,0.01840,,,0,M-R relationship,0.000000,,,0,4.18,0.12,-0.12,0,369,,,0,0
Kepler-1228 b,Kepler-1228,Kepler,0.57736958,0.00000041,-0.00000041,0,0.012500,,,0,1.540,0.110,-0.140,0,0.137,0.010,-0.012,0,2.99000,,,0,0.00940,,,0,M-R relationship,0.000000,,,0,1598.66,50.61,-48.92,0,1757,,,0,0
Kepler-1229 b,Kepler-1229,Kepler,86.82898900,0.00106900,-0.00106900,0,0.300600,0.006900,-0.009100,0,1.400,0.110,-0.130,0,0.125,0.010,-0.012,0,2.54000,,,0,0.00800,,,0,M-R relationship,0.000000,,,0,0.52,0.05,-0.05,0,212,19,-17,0,0
Kepler-123 b,Kepler-123,Kepler,17.23236600,0.00005600,-0.00005600,0,0.135000,,,0,2.940,0.570,-0.570,0,0.262,0.051,-0.051,0,55.30000,31.20000,-27.80000,0,0.17400,0.09800,-0.08700,0,Mass,0.000000,,,0,138.81,7.24,-6.85,0,817,,,0,0
Kepler-123 c,Kepler-123,Kepler,26.69507400,0.00046800,-0.00046800,0,0.181000,,,0,1.480,0.300,-0.300,0,0.132,0.027,-0.027,0,2.79000,,,0,0.00879,,,0,M-R relationship,0.000000,,,0,77.40,4.04,-3.82,0,706,,,0,0
Kepler-1230 b,Kepler-1230,Kepler,9.95661537,0.00004469,-0.00004469,0,0.092100,,,0,2.710,0.490,-0.290,0,0.242,0.044,-0.026,0,7.80000,,,0,0.02450,,,0,M-R relationship,0.000000,,,0,153.93,17.82,-15.66,0,946,,,0,0
Kepler-1231 b,Kepler-1231,Kepler,10.41725184,0.00006556,-0.00006556,0,0.091400,,,0,1.420,0.300,-0.120,0,0.127,0.027,-0.011,0,2.60000,,,0,0.00819,,,0,M-R relationship,0.000000,,,0,117.52,5.61,-5.33,0,870,,,0,0
